Mois;Qualité;Territoire;Production totale;Production nucléaire;Production thermique totale;Production thermique charbon;Production thermique fioul;Production thermique gaz;Production hydraulique;Production éolien;Production solaire;Production bioénergies;Consommation totale;Solde exportateur;Echanges export;Echanges import;Echanges avec le Royaume-Uni;Echanges avec l'Espagne;Echanges avec l'Italie;Echanges avec la Suisse;Echanges avec l'Allemagne et la Belgique;
2020-01;Données définitives;Grand-Est;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Nouvelle-Aquitaine;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Aix Marseille;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Auvergne-Rhône-Alpes;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Bourgogne-Franche-Comté;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Bordeaux;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Bretagne;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Brest;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Clermont Ferrand;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Centre-Val de Loire;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Dijon;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Strasbourg;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;France;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Grenoble;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Grand Lyon;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Nancy;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Grand Paris;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Ile-de-France;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Occitanie;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Lille;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Metz;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Montpellier;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Rouen;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Nantes;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Nice;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Normandie;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Hauts-de-France;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Orléans;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;PACA;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Pays-de-la-Loire;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Rennes;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Saint Etienne;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Toulouse;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Toulon;;;;;;;;;;;;;;;;;;;;
2020-01;Données définitives;Tours;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Grand-Est;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Nouvelle-Aquitaine;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Aix Marseille;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Auvergne-Rhône-Alpes;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Bourgogne-Franche-Comté;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Bordeaux;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Bretagne;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Brest;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Clermont Ferrand;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Centre-Val de Loire;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Dijon;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Strasbourg;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;France;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Grenoble;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Grand Lyon;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Nancy;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Grand Paris;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Ile-de-France;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Occitanie;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Lille;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Metz;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Montpellier;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Rouen;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Nantes;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Nice;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Normandie;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Hauts-de-France;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Orléans;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;PACA;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Pays-de-la-Loire;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Rennes;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Saint Etienne;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Toulouse;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Toulon;;;;;;;;;;;;;;;;;;;;
2020-02;Données définitives;Tours;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Grand-Est;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Nouvelle-Aquitaine;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Aix Marseille;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Auvergne-Rhône-Alpes;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Bourgogne-Franche-Comté;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Bordeaux;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Bretagne;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Brest;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Clermont Ferrand;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Centre-Val de Loire;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Dijon;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Strasbourg;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;France;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Grenoble;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Grand Lyon;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Nancy;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Grand Paris;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Ile-de-France;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Occitanie;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Lille;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Metz;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Montpellier;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Rouen;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Nantes;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Nice;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Normandie;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Hauts-de-France;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Orléans;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;PACA;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Pays-de-la-Loire;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Rennes;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Saint Etienne;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Toulouse;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Toulon;;;;;;;;;;;;;;;;;;;;
2020-03;Données définitives;Tours;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Grand-Est;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Nouvelle-Aquitaine;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Aix Marseille;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Auvergne-Rhône-Alpes;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Bourgogne-Franche-Comté;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Bordeaux;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Bretagne;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Brest;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Clermont Ferrand;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Centre-Val de Loire;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Dijon;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Strasbourg;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;France;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Grenoble;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Grand Lyon;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Nancy;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Grand Paris;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Ile-de-France;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Occitanie;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Lille;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Metz;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Montpellier;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Rouen;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Nantes;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Nice;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Normandie;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Hauts-de-France;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Orléans;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;PACA;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Pays-de-la-Loire;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Rennes;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Saint Etienne;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Toulouse;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Toulon;;;;;;;;;;;;;;;;;;;;
2020-04;Données définitives;Tours;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Grand-Est;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Nouvelle-Aquitaine;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Aix Marseille;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Auvergne-Rhône-Alpes;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Bourgogne-Franche-Comté;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Bordeaux;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Bretagne;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Brest;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Clermont Ferrand;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Centre-Val de Loire;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Dijon;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Strasbourg;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;France;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Grenoble;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Grand Lyon;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Nancy;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Grand Paris;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Ile-de-France;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Occitanie;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Lille;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Metz;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Montpellier;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Rouen;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Nantes;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Nice;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Normandie;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Hauts-de-France;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Orléans;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;PACA;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Pays-de-la-Loire;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Rennes;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Saint Etienne;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Toulouse;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Toulon;;;;;;;;;;;;;;;;;;;;
2020-05;Données définitives;Tours;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Grand-Est;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Nouvelle-Aquitaine;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Aix Marseille;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Auvergne-Rhône-Alpes;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Bourgogne-Franche-Comté;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Bordeaux;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Bretagne;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Brest;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Clermont Ferrand;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Centre-Val de Loire;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Dijon;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Strasbourg;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;France;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Grenoble;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Grand Lyon;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Nancy;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Grand Paris;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Ile-de-France;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Occitanie;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Lille;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Metz;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Montpellier;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Rouen;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Nantes;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Nice;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Normandie;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Hauts-de-France;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Orléans;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;PACA;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Pays-de-la-Loire;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Rennes;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Saint Etienne;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Toulouse;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Toulon;;;;;;;;;;;;;;;;;;;;
2020-06;Données définitives;Tours;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Grand-Est;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Nouvelle-Aquitaine;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Aix Marseille;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Auvergne-Rhône-Alpes;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Bourgogne-Franche-Comté;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Bordeaux;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Bretagne;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Brest;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Clermont Ferrand;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Centre-Val de Loire;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Dijon;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Strasbourg;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;France;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Grenoble;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Grand Lyon;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Nancy;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Grand Paris;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Ile-de-France;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Occitanie;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Lille;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Metz;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Montpellier;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Rouen;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Nantes;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Nice;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Normandie;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Hauts-de-France;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Orléans;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;PACA;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Pays-de-la-Loire;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Rennes;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Saint Etienne;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Toulouse;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Toulon;;;;;;;;;;;;;;;;;;;;
2020-07;Données définitives;Tours;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Grand-Est;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Nouvelle-Aquitaine;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Aix Marseille;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Auvergne-Rhône-Alpes;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Bourgogne-Franche-Comté;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Bordeaux;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Bretagne;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Brest;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Clermont Ferrand;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Centre-Val de Loire;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Dijon;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Strasbourg;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;France;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Grenoble;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Grand Lyon;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Nancy;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Grand Paris;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Ile-de-France;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Occitanie;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Lille;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Metz;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Montpellier;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Rouen;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Nantes;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Nice;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Normandie;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Hauts-de-France;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Orléans;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;PACA;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Pays-de-la-Loire;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Rennes;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Saint Etienne;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Toulouse;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Toulon;;;;;;;;;;;;;;;;;;;;
2020-08;Données définitives;Tours;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Grand-Est;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Nouvelle-Aquitaine;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Aix Marseille;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Auvergne-Rhône-Alpes;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Bourgogne-Franche-Comté;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Bordeaux;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Bretagne;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Brest;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Clermont Ferrand;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Centre-Val de Loire;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Dijon;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Strasbourg;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;France;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Grenoble;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Grand Lyon;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Nancy;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Grand Paris;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Ile-de-France;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Occitanie;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Lille;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Metz;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Montpellier;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Rouen;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Nantes;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Nice;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Normandie;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Hauts-de-France;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Orléans;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;PACA;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Pays-de-la-Loire;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Rennes;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Saint Etienne;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Toulouse;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Toulon;;;;;;;;;;;;;;;;;;;;
2020-09;Données définitives;Tours;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Grand-Est;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Nouvelle-Aquitaine;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Aix Marseille;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Auvergne-Rhône-Alpes;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Bourgogne-Franche-Comté;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Bordeaux;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Bretagne;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Brest;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Clermont Ferrand;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Centre-Val de Loire;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Dijon;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Strasbourg;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;France;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Grenoble;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Grand Lyon;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Nancy;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Grand Paris;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Ile-de-France;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Occitanie;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Lille;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Metz;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Montpellier;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Rouen;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Nantes;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Nice;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Normandie;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Hauts-de-France;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Orléans;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;PACA;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Pays-de-la-Loire;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Rennes;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Saint Etienne;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Toulouse;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Toulon;;;;;;;;;;;;;;;;;;;;
2020-10;Données définitives;Tours;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Grand-Est;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Nouvelle-Aquitaine;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Aix Marseille;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Auvergne-Rhône-Alpes;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Bourgogne-Franche-Comté;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Bordeaux;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Bretagne;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Brest;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Clermont Ferrand;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Centre-Val de Loire;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Dijon;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;Strasbourg;;;;;;;;;;;;;;;;;;;;
2020-11;Données définitives;France;;;;;;;;;;;;;;;;;;;;
