Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","14","Barbade","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20142016","2014-2016","%","62","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","14","Barbade","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20152017","2015-2017","%","62","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","14","Barbade","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","64","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","14","Barbade","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20172019","2017-2019","%","69","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","14","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2010","2010","indice","1.06","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","14","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2011","2011","indice","1.25","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","14","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2012","2012","indice","1.19","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","14","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2013","2013","indice","1.27","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","14","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2014","2014","indice","1.28","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","14","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2015","2015","indice","1.14","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","14","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.98","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","14","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.97","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","14","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.92","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","14","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2019","2019","indice","0.94","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","14","Barbade","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2010","2010","Kcal/personne/jour","1897","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","14","Barbade","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2011","2011","Kcal/personne/jour","1899","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","14","Barbade","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2012","2012","Kcal/personne/jour","1901","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","14","Barbade","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2013","2013","Kcal/personne/jour","1903","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","14","Barbade","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2014","2014","Kcal/personne/jour","1905","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","14","Barbade","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2015","2015","Kcal/personne/jour","1906","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","14","Barbade","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2016","2016","Kcal/personne/jour","1908","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","14","Barbade","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2017","2017","Kcal/personne/jour","1908","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","14","Barbade","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1908","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","14","Barbade","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2019","2019","Kcal/personne/jour","1908","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","14","Barbade","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2020","2020","Kcal/personne/jour","1908","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","14","Barbade","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2464","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","14","Barbade","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2011","2011","Kcal/personne/jour","2467","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","14","Barbade","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2012","2012","Kcal/personne/jour","2470","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","14","Barbade","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2013","2013","Kcal/personne/jour","2473","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","14","Barbade","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2014","2014","Kcal/personne/jour","2476","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","14","Barbade","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2015","2015","Kcal/personne/jour","2479","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","14","Barbade","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2016","2016","Kcal/personne/jour","2481","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","14","Barbade","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","Kcal/personne/jour","2483","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","14","Barbade","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2484","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","14","Barbade","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2019","2019","Kcal/personne/jour","2485","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","14","Barbade","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2485","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","94","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20102012","2010-2012","g/personne/jour","96.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20112013","2011-2013","g/personne/jour","96.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20122014","2012-2014","g/personne/jour","94","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20132015","2013-2015","g/personne/jour","91","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20142016","2014-2016","g/personne/jour","89.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20152017","2015-2017","g/personne/jour","90.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","g/personne/jour","91","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","53.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20102012","2010-2012","g/personne/jour","55.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20112013","2011-2013","g/personne/jour","55.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20122014","2012-2014","g/personne/jour","53","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20132015","2013-2015","g/personne/jour","50.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20142016","2014-2016","g/personne/jour","49","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20152017","2015-2017","g/personne/jour","50","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","g/personne/jour","51","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2010","2010","pour 100 km carrés de surface totale du pays","2.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2011","2011","pour 100 km carrés de surface totale du pays","2.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2012","2012","pour 100 km carrés de surface totale du pays","2.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2013","2013","pour 100 km carrés de surface totale du pays","2.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2014","2014","pour 100 km carrés de surface totale du pays","2.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2015","2015","pour 100 km carrés de surface totale du pays","2.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2016","2016","pour 100 km carrés de surface totale du pays","2.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","pour 100 km carrés de surface totale du pays","2.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2018","2018","pour 100 km carrés de surface totale du pays","2.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2010","2010","I$","17288.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2011","2011","I$","18251.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2012","2012","I$","18576.7","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2013","2013","I$","18760.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2014","2014","I$","19066.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2015","2015","I$","18307.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2016","2016","I$","17822.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2017","2017","I$","18280.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","18885.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2019","2019","I$","19283.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2020","2020","I$","19148.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20092011","2009-2011","%","7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20102012","2010-2012","%","6","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20112013","2011-2013","%","6","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20122014","2012-2014","%","7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20132015","2013-2015","%","10","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20142016","2014-2016","%","12","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20152017","2015-2017","%","13","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20162018","2016-2018","%","11","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6121","Valeur","21033","Valeur des importations alimentaires par rapport aux exportations totales de marchandises (%) (moyenne sur 3 ans)","20172019","2017-2019","%","10","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2010","2010","indice","-0.09","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2011","2011","indice","-0.09","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2012","2012","indice","0.07","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2013","2013","indice","0.01","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2014","2014","indice","0.18","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2015","2015","indice","0.11","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.14","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.05","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.36","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2019","2019","indice","0.29","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2010","2010","Kcal/personne/jour","1913","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2011","2011","Kcal/personne/jour","1909","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2012","2012","Kcal/personne/jour","1906","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2013","2013","Kcal/personne/jour","1902","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2014","2014","Kcal/personne/jour","1899","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2015","2015","Kcal/personne/jour","1896","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2016","2016","Kcal/personne/jour","1893","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2017","2017","Kcal/personne/jour","1892","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1891","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2019","2019","Kcal/personne/jour","1890","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2020","2020","Kcal/personne/jour","1888","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2010","2010","Kcal/personne/jour","2491","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2011","2011","Kcal/personne/jour","2485","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2012","2012","Kcal/personne/jour","2480","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2013","2013","Kcal/personne/jour","2474","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2014","2014","Kcal/personne/jour","2468","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2015","2015","Kcal/personne/jour","2463","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2016","2016","Kcal/personne/jour","2459","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2017","2017","Kcal/personne/jour","2456","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2454","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2019","2019","Kcal/personne/jour","2452","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","57","Bélarus","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2020","2020","Kcal/personne/jour","2448","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","255","Belgique","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","96","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","255","Belgique","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20102012","2010-2012","g/personne/jour","96.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","255","Belgique","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20112013","2011-2013","g/personne/jour","97.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","255","Belgique","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20122014","2012-2014","g/personne/jour","98.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","255","Belgique","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20132015","2013-2015","g/personne/jour","98.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","255","Belgique","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20142016","2014-2016","g/personne/jour","98.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","255","Belgique","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20152017","2015-2017","g/personne/jour","98.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","255","Belgique","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","g/personne/jour","98.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","255","Belgique","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20092011","2009-2011","g/personne/jour","56.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","255","Belgique","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20102012","2010-2012","g/personne/jour","57","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","255","Belgique","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20112013","2011-2013","g/personne/jour","57.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","255","Belgique","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20122014","2012-2014","g/personne/jour","57","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","255","Belgique","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20132015","2013-2015","g/personne/jour","56.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","255","Belgique","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20142016","2014-2016","g/personne/jour","56.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","255","Belgique","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20152017","2015-2017","g/personne/jour","57.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","255","Belgique","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20162018","2016-2018","g/personne/jour","58.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","255","Belgique","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2010","2010","pour 100 km carrés de surface totale du pays","11.7","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","255","Belgique","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2012","2012","pour 100 km carrés de surface totale du pays","11.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","255","Belgique","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2014","2014","pour 100 km carrés de surface totale du pays","11.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","255","Belgique","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2015","2015","pour 100 km carrés de surface totale du pays","11.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","255","Belgique","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2016","2016","pour 100 km carrés de surface totale du pays","11.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","255","Belgique","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","pour 100 km carrés de surface totale du pays","11.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","255","Belgique","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2018","2018","pour 100 km carrés de surface totale du pays","11.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","255","Belgique","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2010","2010","I$","47971.6","X","Sources internationales sûres",""
